file,trajectory_format,system_messages,user_messages,assistant_messages,tool_messages,other_messages,total_messages,exit_status,api_calls,instance_cost,failed_tool_observations
data\claude_opus_4_6\trajectories\0706ffa7-143b-4717-be24-6be3dd28f3fe.json,docent-transcript-export,1,1,33,33,0,68,,,,0
data\claude_opus_4_6\trajectories\070bdee7-e4e2-4eaf-8eaa-87f65e063817.json,docent-transcript-export,1,1,17,18,0,37,,,,0
data\claude_opus_4_6\trajectories\07625a4a-3db4-4c13-bb20-2655c1e55bc0.json,docent-transcript-export,1,1,15,15,0,32,,,,0
data\claude_opus_4_6\trajectories\07721490-ba82-408e-a8ca-bc5666a9528e.json,docent-transcript-export,1,1,16,16,0,34,,,,0
data\claude_opus_4_6\trajectories\07f0a4ca-5c6b-4010-a2c5-6456f22e5cd4.json,docent-transcript-export,1,1,24,24,0,50,,,,0
data\claude_opus_4_6\trajectories\0897c890-dff9-477e-8f83-a03f8d019790.json,docent-transcript-export,1,1,34,35,0,71,,,,0
data\claude_opus_4_6\trajectories\090c1f1a-46e8-4660-8981-b8b922479753.json,docent-transcript-export,1,1,90,92,0,184,,,,0
data\claude_opus_4_6\trajectories\09a3200a-23cc-49a4-ad15-c94645f56761.json,docent-transcript-export,1,1,11,10,0,23,,,,0
data\claude_opus_4_6\trajectories\0ab64571-bee9-4507-aac2-bacff306496d.json,docent-transcript-export,1,1,16,16,0,34,,,,0
data\claude_opus_4_6\trajectories\0bcdb128-5de2-41d6-a119-554b6d560af2.json,docent-transcript-export,1,1,24,23,0,49,,,,0
data\claude_opus_4_6\trajectories\0c2e8480-a869-4ac1-806f-0e808a60597a.json,docent-transcript-export,1,1,45,47,0,94,,,,0
data\claude_opus_4_6\trajectories\0c98f28f-c682-43b3-9eaf-86ad25473644.json,docent-transcript-export,1,1,28,28,0,58,,,,0
data\claude_opus_4_6\trajectories\0c9afff2-dd8b-4c55-b3a7-7651956e6d97.json,docent-transcript-export,1,1,38,50,0,90,,,,0
data\claude_opus_4_6\trajectories\0ca3f1e5-c04c-42da-8440-50f8290c46aa.json,docent-transcript-export,1,1,33,34,0,69,,,,0
data\claude_opus_4_6\trajectories\0d76e96d-a477-4b21-8358-a29c79d3c0ca.json,docent-transcript-export,1,1,15,15,0,32,,,,0
data\claude_opus_4_6\trajectories\0dac41a5-b2cc-4596-ba0c-aff52ebe47b9.json,docent-transcript-export,1,1,28,28,0,58,,,,0
data\claude_opus_4_6\trajectories\0dde7e33-08a7-418a-af58-89b17fb01f3f.json,docent-transcript-export,1,1,30,29,0,61,,,,0
data\claude_opus_4_6\trajectories\0fbd6e20-f79f-4856-861c-c5eb07063fcb.json,docent-transcript-export,1,1,74,77,0,153,,,,0
data\claude_opus_4_6\trajectories\10792157-ba38-4e9c-b3c9-9bc8906a2f6f.json,docent-transcript-export,1,1,12,12,0,26,,,,0
data\claude_opus_4_6\trajectories\111d6ff6-fbf0-46e0-82aa-c69956eae192.json,docent-transcript-export,1,1,7,6,0,15,,,,0
data\claude_opus_4_6\trajectories\114cbfd5-24c1-43cc-a8e5-7c2095eee62f.json,docent-transcript-export,1,1,26,31,0,59,,,,0
data\claude_opus_4_6\trajectories\117c8e21-7528-46d1-93e2-89f6076759d5.json,docent-transcript-export,1,1,11,10,0,23,,,,0
data\claude_opus_4_6\trajectories\1187ebfd-2fb2-43b7-a23a-737577b2bee1.json,docent-transcript-export,1,1,51,51,0,104,,,,0
data\claude_opus_4_6\trajectories\11b7a321-b1a1-4b9a-a5f8-aef8bac11447.json,docent-transcript-export,1,1,19,18,0,39,,,,0
data\claude_opus_4_6\trajectories\120d85c9-22ed-4ca9-b298-73d0c6a292a0.json,docent-transcript-export,1,1,25,24,0,51,,,,0
data\claude_opus_4_6\trajectories\121c95d9-a8a3-4c7c-a81b-66eba92642c5.json,docent-transcript-export,1,1,63,66,0,131,,,,0
data\claude_opus_4_6\trajectories\12703cf1-3e14-4289-a818-ddb7182eaa4f.json,docent-transcript-export,1,1,31,31,0,64,,,,0
data\claude_opus_4_6\trajectories\12ab7c35-7bf6-4eb8-8e20-f538de811d26.json,docent-transcript-export,1,1,9,10,0,21,,,,0
data\claude_opus_4_6\trajectories\12cabc49-6693-490a-bd52-20652083af39.json,docent-transcript-export,1,1,24,24,0,50,,,,0
data\claude_opus_4_6\trajectories\12d3a537-c02b-4647-827f-8dbaf189f3aa.json,docent-transcript-export,1,1,35,35,0,72,,,,0
data\claude_opus_4_6\trajectories\132779e8-245a-4839-8df7-bd71cee7e8d7.json,docent-transcript-export,1,1,23,24,0,49,,,,0
data\claude_opus_4_6\trajectories\134f8a3d-8c7c-4eaf-8919-a56234881a8e.json,docent-transcript-export,1,1,14,13,0,29,,,,0
data\claude_opus_4_6\trajectories\1397c813-43f5-444f-a285-5e2167274c26.json,docent-transcript-export,1,1,12,13,0,27,,,,0
data\claude_opus_4_6\trajectories\14335844-6e3a-4d18-9cfe-6334811d98bc.json,docent-transcript-export,1,1,17,17,0,36,,,,0
data\claude_opus_4_6\trajectories\14cabbab-0da1-4794-946c-188d156e673b.json,docent-transcript-export,1,1,16,15,0,33,,,,0
data\claude_opus_4_6\trajectories\15604bb3-c777-4fd0-9727-24d771467db6.json,docent-transcript-export,1,1,24,26,0,52,,,,0
data\claude_opus_4_6\trajectories\165b4043-59ce-4cd6-b098-dbd9436dae14.json,docent-transcript-export,1,1,22,23,0,47,,,,0
data\claude_opus_4_6\trajectories\184cdb2e-7086-4286-ae78-16bf85d4c979.json,docent-transcript-export,1,1,37,38,0,77,,,,0
data\claude_opus_4_6\trajectories\184ceb73-4539-48d7-ae04-ab15ba363dc4.json,docent-transcript-export,1,1,9,10,0,21,,,,0
data\claude_opus_4_6\trajectories\186fc273-dbea-41ed-8a09-37267f466ca4.json,docent-transcript-export,1,1,30,32,0,64,,,,0
data\claude_opus_4_6\trajectories\18aba11c-c678-4d16-933c-78b50be7ac27.json,docent-transcript-export,1,1,72,71,0,145,,,,0
data\claude_opus_4_6\trajectories\19426b15-03fa-4b58-a7cf-1b0258482297.json,docent-transcript-export,1,1,43,43,0,88,,,,0
data\claude_opus_4_6\trajectories\197c38ef-339e-4acf-84a3-0a0f6aead454.json,docent-transcript-export,1,1,50,54,0,106,,,,0
data\claude_opus_4_6\trajectories\1998797a-9a8a-4b59-825e-c86eea558951.json,docent-transcript-export,1,1,9,8,0,19,,,,0
data\claude_opus_4_6\trajectories\19b676de-1a72-4d01-83d0-2bb80e86e767.json,docent-transcript-export,1,1,49,52,0,103,,,,0
data\claude_opus_4_6\trajectories\19fa0160-6dc2-407f-8883-92fab57dd377.json,docent-transcript-export,1,1,20,20,0,42,,,,0
data\claude_opus_4_6\trajectories\1a1b0455-3327-45ef-b466-cfc5f8f94dec.json,docent-transcript-export,1,1,29,31,0,62,,,,0
data\claude_opus_4_6\trajectories\1b84717c-0dc3-48f5-a0e8-a108fec295ab.json,docent-transcript-export,1,1,23,23,0,48,,,,0
data\claude_opus_4_6\trajectories\1c1fee5f-050f-4a6b-be9f-6eeb1df20f26.json,docent-transcript-export,1,1,11,10,0,23,,,,0
data\claude_opus_4_6\trajectories\1c886921-6111-486b-98c5-97b0180e37a4.json,docent-transcript-export,1,1,20,20,0,42,,,,0
data\claude_opus_4_6\trajectories\1cc1f0d2-4e28-4340-a4f5-a9c4817dab2f.json,docent-transcript-export,1,1,30,31,0,63,,,,0
data\claude_opus_4_6\trajectories\1d827122-8eaf-4b96-ab58-f27b9b0d683e.json,docent-transcript-export,1,1,23,25,0,50,,,,0
data\claude_opus_4_6\trajectories\1dcd4da1-9d6d-405e-ba72-11e92c1016f6.json,docent-transcript-export,1,1,21,23,0,46,,,,0
data\claude_opus_4_6\trajectories\1ed95f9e-8545-4a45-a2cd-23a0a7a9b2d5.json,docent-transcript-export,1,1,18,18,0,38,,,,0
data\claude_opus_4_6\trajectories\1f3f8c31-2ece-4905-9e6d-6f715b116bd9.json,docent-transcript-export,1,1,8,10,0,20,,,,0
data\claude_opus_4_6\trajectories\1f666db4-f06d-471e-8bbf-d074f78de4a6.json,docent-transcript-export,1,1,21,23,0,46,,,,0
data\claude_opus_4_6\trajectories\2014c430-9dfe-463b-82a3-0cba5169a008.json,docent-transcript-export,1,1,20,21,0,43,,,,0
data\claude_opus_4_6\trajectories\20ae4483-b392-4cf0-b44c-f0075a79163c.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\claude_opus_4_6\trajectories\2129e7c9-75d3-485c-bbc7-23e9bbdf2d3a.json,docent-transcript-export,1,1,16,18,0,36,,,,0
data\claude_opus_4_6\trajectories\214b915f-5a20-4819-9260-292390843ce6.json,docent-transcript-export,1,1,13,12,0,27,,,,0
data\claude_opus_4_6\trajectories\219e4669-8fab-417b-847e-dc81094a961d.json,docent-transcript-export,1,1,21,21,0,44,,,,0
data\claude_opus_4_6\trajectories\21a90ccf-961b-4b3d-a29c-45a0d3f120d2.json,docent-transcript-export,1,1,27,27,0,56,,,,0
data\claude_opus_4_6\trajectories\221bb421-80d9-411c-9436-637215a5140e.json,docent-transcript-export,1,1,15,14,0,31,,,,0
data\claude_opus_4_6\trajectories\22946ae5-e180-4368-9200-0fedc2ec881c.json,docent-transcript-export,1,1,17,27,0,46,,,,0
data\claude_opus_4_6\trajectories\229e54a4-2fdf-4220-aee5-539a818b6737.json,docent-transcript-export,1,1,31,32,0,65,,,,0
data\claude_opus_4_6\trajectories\22a0027f-5f35-4e2b-8807-88d664f9d2e4.json,docent-transcript-export,1,1,80,84,0,166,,,,0
data\claude_opus_4_6\trajectories\22e89a24-ef6b-47be-a7b8-e8bcac313123.json,docent-transcript-export,1,1,88,102,0,192,,,,0
data\claude_opus_4_6\trajectories\230ac049-e923-415e-ae9b-a95f70ed77bd.json,docent-transcript-export,1,1,19,20,0,41,,,,0
data\claude_opus_4_6\trajectories\245eeb54-601d-4820-8ff9-c8cc888cdf6c.json,docent-transcript-export,1,1,13,14,0,29,,,,0
data\claude_opus_4_6\trajectories\2482396f-2979-4655-9459-9b06f31e9545.json,docent-transcript-export,1,1,46,48,0,96,,,,0
data\claude_opus_4_6\trajectories\24e2b03a-bdbc-4375-b1fb-ef22859f30c3.json,docent-transcript-export,1,1,18,21,0,41,,,,0
data\claude_opus_4_6\trajectories\27ccb915-e3b8-49fc-aca1-cb958e88b1fb.json,docent-transcript-export,1,1,14,13,0,29,,,,0
data\claude_opus_4_6\trajectories\288a50b9-1c9d-48c1-afa7-15847e984c7b.json,docent-transcript-export,1,1,12,11,0,25,,,,0
data\claude_opus_4_6\trajectories\297d31af-eadb-40aa-a617-2fdc2b5d2d7d.json,docent-transcript-export,1,1,70,73,0,145,,,,0
data\claude_opus_4_6\trajectories\2aaaf552-1e2f-475e-b4b8-8ea0180747ee.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\claude_opus_4_6\trajectories\2ae4867d-6db8-4cbd-86c5-5c8a96a2bcb5.json,docent-transcript-export,1,1,25,27,0,54,,,,0
data\claude_opus_4_6\trajectories\2b1d2c60-b76e-482c-a394-048d30589630.json,docent-transcript-export,1,1,27,29,0,58,,,,0
data\claude_opus_4_6\trajectories\2badcfa8-c67a-431c-be27-e8b52e27c967.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\claude_opus_4_6\trajectories\2c62cc66-ef3a-4a6d-876f-21e2e234946e.json,docent-transcript-export,1,1,77,77,0,156,,,,0
data\claude_opus_4_6\trajectories\2c6d97c4-ffcd-4213-8612-0b83e69e3669.json,docent-transcript-export,1,1,69,71,0,142,,,,0
data\claude_opus_4_6\trajectories\2c7f180a-d6e7-4dbe-9540-6690e55c5601.json,docent-transcript-export,1,1,21,21,0,44,,,,0
data\claude_opus_4_6\trajectories\2ca8a2e9-1fef-4c97-b3ff-c932fd578364.json,docent-transcript-export,1,1,55,56,0,113,,,,0
data\claude_opus_4_6\trajectories\2ce08c75-f766-4a10-80e8-8f262454c472.json,docent-transcript-export,1,1,27,26,0,55,,,,0
data\claude_opus_4_6\trajectories\2cf99edf-92c3-4795-9585-6132d0ffe71f.json,docent-transcript-export,1,1,62,62,0,126,,,,0
data\claude_opus_4_6\trajectories\2cfadf78-96c1-43fc-b7dd-c342aefc82cc.json,docent-transcript-export,1,1,46,50,0,98,,,,0
data\claude_opus_4_6\trajectories\2ee27441-5006-43db-8335-7607260faa58.json,docent-transcript-export,1,1,27,32,0,61,,,,0
data\claude_opus_4_6\trajectories\2eef8df4-0cae-44b1-ab78-1da768f323da.json,docent-transcript-export,1,1,30,31,0,63,,,,0
data\claude_opus_4_6\trajectories\2f63fd8a-665e-4ad2-9a90-eba145d1c41a.json,docent-transcript-export,1,1,32,32,0,66,,,,0
data\claude_opus_4_6\trajectories\2fc1fa5e-7c89-456d-a903-2fd1e450c166.json,docent-transcript-export,1,1,8,8,0,18,,,,0
data\claude_opus_4_6\trajectories\2fc31a43-cddd-4454-823e-25151890bdab.json,docent-transcript-export,1,1,7,6,0,15,,,,0
data\claude_opus_4_6\trajectories\3018fb5e-4170-4fbd-b1e4-e8d697a2ef7f.json,docent-transcript-export,1,1,36,37,0,75,,,,0
data\claude_opus_4_6\trajectories\31d62094-497c-4c39-80f2-191ef93b40d5.json,docent-transcript-export,1,1,26,27,0,55,,,,0
data\claude_opus_4_6\trajectories\321d7060-ee57-4fbd-b020-82388565f735.json,docent-transcript-export,1,1,24,23,0,49,,,,0
data\claude_opus_4_6\trajectories\3267b6a6-2d49-4901-a7da-9f058153d5c9.json,docent-transcript-export,1,1,42,45,0,89,,,,0
data\claude_opus_4_6\trajectories\32faed99-f0f2-42a5-bf01-aeb2e3468eb8.json,docent-transcript-export,1,1,50,50,0,102,,,,0
data\claude_opus_4_6\trajectories\332141c9-9b95-4707-94dd-9178f772f808.json,docent-transcript-export,1,1,21,25,0,48,,,,0
data\claude_opus_4_6\trajectories\332d0d47-613f-4a8f-b8ef-95dea1ead4ed.json,docent-transcript-export,1,1,33,33,0,68,,,,0
data\claude_opus_4_6\trajectories\33ecfadd-5735-4df3-8f69-e224fee57ce5.json,docent-transcript-export,1,1,11,10,0,23,,,,0
data\claude_opus_4_6\trajectories\3558db4c-9e96-4e21-826f-307585943b34.json,docent-transcript-export,1,1,6,5,0,13,,,,0
data\claude_opus_4_6\trajectories\3592543c-a1ef-419f-bde4-e313c252e7eb.json,docent-transcript-export,1,1,12,11,0,25,,,,0
data\claude_opus_4_6\trajectories\35b3ef7e-621f-450f-880c-de350329d4c6.json,docent-transcript-export,1,1,53,52,0,107,,,,0
data\claude_opus_4_6\trajectories\360d5ec2-2419-44f9-a2b6-1a9c23053a0b.json,docent-transcript-export,1,1,105,109,0,216,,,,0
data\claude_opus_4_6\trajectories\36b77894-ecff-4b86-9b3c-31c09ebdc886.json,docent-transcript-export,1,1,27,29,0,58,,,,0
data\claude_opus_4_6\trajectories\372aaa75-3a4a-47c5-b0cb-d3e948225d95.json,docent-transcript-export,1,1,22,21,0,45,,,,0
data\claude_opus_4_6\trajectories\376e9296-1cff-4586-9382-6379b0b1decb.json,docent-transcript-export,1,1,17,18,0,37,,,,0
data\claude_opus_4_6\trajectories\37822aee-2a45-42bf-a5b4-a92a7f6de6e7.json,docent-transcript-export,1,1,37,40,0,79,,,,0
data\claude_opus_4_6\trajectories\39c635cc-6158-41cc-91d6-8057c718cff7.json,docent-transcript-export,1,1,29,31,0,62,,,,0
data\claude_opus_4_6\trajectories\3a4d605f-a386-455a-a069-7785911bc242.json,docent-transcript-export,1,1,18,18,0,38,,,,0
data\claude_opus_4_6\trajectories\3aaf658a-b28e-4a74-83c2-febc1ba9908f.json,docent-transcript-export,1,1,10,9,0,21,,,,0
data\claude_opus_4_6\trajectories\3b33f6e0-4315-4a7a-a107-e434d11cf9b7.json,docent-transcript-export,1,1,86,85,0,173,,,,0
data\claude_opus_4_6\trajectories\3b85177e-1b09-4077-ac7e-4ad388275aae.json,docent-transcript-export,1,1,13,12,0,27,,,,0
data\claude_opus_4_6\trajectories\3b8950de-08a6-4def-86e8-453ad57e00a0.json,docent-transcript-export,1,1,19,19,0,40,,,,0
data\claude_opus_4_6\trajectories\3ca57540-d9fb-4973-901a-48d0cbcd88ef.json,docent-transcript-export,1,1,20,19,0,41,,,,0
data\claude_opus_4_6\trajectories\3dad8b88-8c3f-4369-8bc1-6ef1bd648364.json,docent-transcript-export,1,1,35,35,0,72,,,,0
data\claude_opus_4_6\trajectories\3df99296-8510-4d98-a779-538f107163bf.json,docent-transcript-export,1,1,22,22,0,46,,,,0
data\claude_opus_4_6\trajectories\3e57f9f0-f7d7-4e50-b304-bf1a9f01b466.json,docent-transcript-export,1,1,55,58,0,115,,,,0
data\claude_opus_4_6\trajectories\3ef1d76a-8903-44b6-8041-6798a097a057.json,docent-transcript-export,1,1,20,20,0,42,,,,0
data\claude_opus_4_6\trajectories\3fb04fb9-175e-4b64-9531-2cb7c16a2ee9.json,docent-transcript-export,1,1,23,24,0,49,,,,0
data\claude_opus_4_6\trajectories\40ece5c4-ce0e-4a80-ad44-d04fda9a6ddd.json,docent-transcript-export,1,1,7,6,0,15,,,,0
data\claude_opus_4_6\trajectories\421afa29-96f1-4397-8164-268ed5963fba.json,docent-transcript-export,1,1,22,24,0,48,,,,0
data\claude_opus_4_6\trajectories\42a58afe-c95f-46be-8cf8-da1b875a6842.json,docent-transcript-export,1,1,58,61,0,121,,,,0
data\claude_opus_4_6\trajectories\42f85909-7afd-4983-a85b-510283252594.json,docent-transcript-export,1,1,14,15,0,31,,,,0
data\claude_opus_4_6\trajectories\435c1874-2753-4bd9-b4f5-41f8e2ab4736.json,docent-transcript-export,1,1,24,24,0,50,,,,0
data\claude_opus_4_6\trajectories\43dd5f2e-5b40-437c-9031-97548a1f04bc.json,docent-transcript-export,1,1,18,19,0,39,,,,0
data\claude_opus_4_6\trajectories\44012c51-d6df-4f22-9945-c4c69fe080a2.json,docent-transcript-export,1,1,23,24,0,49,,,,0
data\claude_opus_4_6\trajectories\441a0117-721f-4ec3-8cc9-83a2a48e755a.json,docent-transcript-export,1,1,56,56,0,114,,,,0
data\claude_opus_4_6\trajectories\446ca223-b145-4052-b032-42adfffa43a7.json,docent-transcript-export,1,1,34,34,0,70,,,,0
data\claude_opus_4_6\trajectories\44d08287-d80f-45c7-8a66-f8ee8085dcbd.json,docent-transcript-export,1,1,22,22,0,46,,,,0
data\claude_opus_4_6\trajectories\45883ee0-c6cd-4af9-adfa-36871167d237.json,docent-transcript-export,1,1,36,35,0,73,,,,0
data\claude_opus_4_6\trajectories\4592a60e-57a8-47a2-91d9-bb003b664650.json,docent-transcript-export,1,1,81,86,0,169,,,,0
data\claude_opus_4_6\trajectories\45cbfd9d-3709-4003-861d-971ccbd41074.json,docent-transcript-export,1,1,35,35,0,72,,,,0
data\claude_opus_4_6\trajectories\46ab410b-c78d-403d-8d06-3446fc5836f5.json,docent-transcript-export,1,1,13,14,0,29,,,,0
data\claude_opus_4_6\trajectories\47571076-d310-45f4-92fa-0960b9aae2e9.json,docent-transcript-export,1,1,19,18,0,39,,,,0
data\claude_opus_4_6\trajectories\475880d1-d692-4285-abb4-fa88b6e6592a.json,docent-transcript-export,1,1,55,57,0,114,,,,0
data\claude_opus_4_6\trajectories\4815dfa6-a4fe-4ad6-9a97-78300f348d94.json,docent-transcript-export,1,1,21,22,0,45,,,,0
data\claude_opus_4_6\trajectories\490780ce-57a4-451f-ace7-91078c698b7c.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\claude_opus_4_6\trajectories\4992cb2c-49b1-45aa-9ca4-63147284fc8d.json,docent-transcript-export,1,1,20,20,0,42,,,,0
data\claude_opus_4_6\trajectories\4ab781b0-1b70-48e8-bdc9-6e9e66c5defb.json,docent-transcript-export,1,1,55,59,0,116,,,,0
data\claude_opus_4_6\trajectories\4ad3e483-0e9d-4af0-9266-b9f687f2ca62.json,docent-transcript-export,1,1,26,30,0,58,,,,0
data\claude_opus_4_6\trajectories\4b2ea68c-05a3-4d18-b5b5-ef5c49808d7b.json,docent-transcript-export,1,1,36,41,0,79,,,,0
data\claude_opus_4_6\trajectories\4b743f85-4cb1-427b-b597-375dae60defe.json,docent-transcript-export,1,1,24,23,0,49,,,,0
data\claude_opus_4_6\trajectories\4b7f13b0-5b59-4617-a814-0da998014841.json,docent-transcript-export,1,1,23,22,0,47,,,,0
data\claude_opus_4_6\trajectories\4be8fe01-5199-4c0a-b71c-00e55d06170a.json,docent-transcript-export,1,1,28,29,0,59,,,,0
data\claude_opus_4_6\trajectories\4cb70329-e4f2-43d2-9b7b-78064a6c7ce1.json,docent-transcript-export,1,1,40,44,0,86,,,,0
data\claude_opus_4_6\trajectories\4ce6b2c0-a463-4644-8e6c-f96b7bbc51e9.json,docent-transcript-export,1,1,30,32,0,64,,,,0
data\claude_opus_4_6\trajectories\4cf1458c-469f-4e00-8671-8f3c11a82d94.json,docent-transcript-export,1,1,66,74,0,142,,,,0
data\claude_opus_4_6\trajectories\4d383120-5b47-44e9-814b-fbcd4a90c379.json,docent-transcript-export,1,1,25,26,0,53,,,,0
data\claude_opus_4_6\trajectories\4dc46bb1-68a6-4ad0-9fb2-32066bac952c.json,docent-transcript-export,1,1,63,65,0,130,,,,0
data\claude_opus_4_6\trajectories\4e6d4ec8-087f-4c5b-a549-4ce9d581c782.json,docent-transcript-export,1,1,13,12,0,27,,,,0
data\claude_opus_4_6\trajectories\5092c121-db91-4ea9-bd5f-c143843a0339.json,docent-transcript-export,1,1,15,16,0,33,,,,0
data\claude_opus_4_6\trajectories\51136ab2-96e1-4157-8c42-dad554041b14.json,docent-transcript-export,1,1,36,37,0,75,,,,0
data\claude_opus_4_6\trajectories\515fd1db-96aa-436f-93ea-5b2e54538448.json,docent-transcript-export,1,1,53,61,0,116,,,,0
data\claude_opus_4_6\trajectories\51869de6-a938-4152-947b-4210ec813c16.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\claude_opus_4_6\trajectories\51881565-8ae4-4731-a22f-be0e79ff3034.json,docent-transcript-export,1,1,31,33,0,66,,,,0
data\claude_opus_4_6\trajectories\51a68878-411f-472d-b5a5-b6aecb1d728c.json,docent-transcript-export,1,1,22,22,0,46,,,,0
data\claude_opus_4_6\trajectories\5342c0ed-33f2-413f-bf08-7718f69c8a75.json,docent-transcript-export,1,1,15,14,0,31,,,,0
data\claude_opus_4_6\trajectories\53462ef3-18ca-4af2-b058-133b96d3d886.json,docent-transcript-export,1,1,16,18,0,36,,,,0
data\claude_opus_4_6\trajectories\53b7ef07-5dfd-416f-8dd3-e18570e0eee3.json,docent-transcript-export,1,1,26,26,0,54,,,,0
data\claude_opus_4_6\trajectories\540f99d7-9f5c-4807-a7f3-85628dd75e3a.json,docent-transcript-export,1,1,15,14,0,31,,,,0
data\claude_opus_4_6\trajectories\5488dd17-c3d7-41c5-a6af-8514c9df6134.json,docent-transcript-export,1,1,24,23,0,49,,,,0
data\claude_opus_4_6\trajectories\552e3d32-0378-4a08-8d62-d72353f05eac.json,docent-transcript-export,1,1,10,9,0,21,,,,0
data\claude_opus_4_6\trajectories\5621bcfc-ec1c-4391-8b88-be59df22c8e4.json,docent-transcript-export,1,1,30,33,0,65,,,,0
data\claude_opus_4_6\trajectories\565c2f15-813b-4d31-93d3-803f03f7b417.json,docent-transcript-export,1,1,66,70,0,138,,,,0
data\claude_opus_4_6\trajectories\576642fd-deb8-41b3-9b3a-ef66ecfa31fa.json,docent-transcript-export,1,1,52,58,0,112,,,,0
data\claude_opus_4_6\trajectories\583bb85d-c264-4354-a63e-8946c0c9c652.json,docent-transcript-export,1,1,23,26,0,51,,,,0
data\claude_opus_4_6\trajectories\5878dd19-01cb-4892-8da0-b370e1b24e7f.json,docent-transcript-export,1,1,21,21,0,44,,,,0
data\claude_opus_4_6\trajectories\5884fce9-c5ab-4bde-b70c-621899aef28e.json,docent-transcript-export,1,1,73,76,0,151,,,,0
data\claude_opus_4_6\trajectories\588fed4c-0aee-464d-878d-ae1c8c74ec5b.json,docent-transcript-export,1,1,11,11,0,24,,,,0
data\claude_opus_4_6\trajectories\58988089-c38f-4add-99a5-f08686b0f74a.json,docent-transcript-export,1,1,8,7,0,17,,,,0
data\claude_opus_4_6\trajectories\58a51015-c2a5-47c6-8396-3510260e9439.json,docent-transcript-export,1,1,7,6,0,15,,,,0
data\claude_opus_4_6\trajectories\590c3dc7-7ee9-45e4-a2bb-82c21f2436a5.json,docent-transcript-export,1,1,25,25,0,52,,,,0
data\claude_opus_4_6\trajectories\595e987f-5fb1-49e3-9bc4-286afcb13470.json,docent-transcript-export,1,1,15,14,0,31,,,,0
data\claude_opus_4_6\trajectories\5978b1be-e0cf-4c8e-a2e8-d85725d5d9db.json,docent-transcript-export,1,1,11,10,0,23,,,,0
data\claude_opus_4_6\trajectories\5a23eb05-b377-4230-9df5-02a8831cfc3c.json,docent-transcript-export,1,1,33,32,0,67,,,,0
data\claude_opus_4_6\trajectories\5b5104c4-5993-46ea-aae8-97e16faa04df.json,docent-transcript-export,1,1,27,27,0,56,,,,0
